"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2010-05-31T00:00:00.000Z""","USA","Nelson","PIPER PA20","N7013K","","","USA","Unknown","Accident",0,false,false,"","Serious","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-05-31T00:00:00.000Z""","USA","Oliver Springs","CESSNA 182","N8311S","",,"USA","Landing","Accident",0,false,false,"","Minor","C182",false,true,1,"Piston","","[""UNK"",""RE""]","RS",2010
"""2010-05-31T00:00:00.000Z""","USA","Wellington","CESSNA T41","N78612","",,"USA","Standing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-01T00:00:00.000Z""","USA","Greenfield","CESSNA T41","N1448Z","","","USA","Landing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-01T00:00:00.000Z""","USA","Dania Beach","CESSNA T41","N1435F","","","USA","Approach","Accident",0,false,false,"","Minor","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-01T00:00:00.000Z""","USA","Visalia","EIPPER QUICKSILVER MXII","N4399J","","","USA","Landing","Accident",0,true,true,"","None","T33",false,true,1,"Jet","","[]","RS",2010
"""2010-06-01T00:00:00.000Z""","USA","Franksville","CESSNA 182","N4974D","",,"USA","Take-off","Accident",0,false,false,"","None","C182",false,true,1,"Piston","","[]","RS",2010
"""2010-06-01T00:00:00.000Z""","USA","Ashland","VANS RV9 A","N858JK","","","USA","Approach","Accident",0,false,false,"","Minor","RV9",false,true,1,"Piston","","[]","RS",2010
"""2010-06-01T00:00:00.000Z""","USA","Anchorage","CESSNA 206","N59352","","","USA","Take-off","Accident",1,false,false,"","Fatal","C206",false,true,1,"Piston","","[]","RS",2010
"""2010-06-01T00:00:00.000Z""","USA","","Piper Aircraft Inc PA-44 Seminole","N9290P","Spartan College of Aeronautics","","USA","Landing","Accident",0,true,false,false,"None","PA44",false,true,2,"Piston","","[]","RS",2010
"""2010-06-02T00:00:00.000Z""","USA","","Robinson Helicopter Company R22","N522SA","Inland Helicopters Inc","","USA","Approach","Accident",1,false,false,false,"Fatal","R22",true,false,1,"Piston","","[]","",2010
"""2010-06-02T00:00:00.000Z""","USA","Block Island","PIPER PA28","N47661","",,"USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[""RE"",""LOC-G"",""UNK"",""ARC""]","RS",2010
"""2010-06-02T00:00:00.000Z""","USA","Midlothian, Texas","BELL 222","N515MK","CareFlite",,"USA","En route","Accident",2,true,"",false,"Fatal","B222",true,false,2,"Turboprop","","[""UNK"",""F-NI""]","F-NI",2010
"""2010-06-02T00:00:00.000Z""","USA","Dover","PIPER PA20","N7686K","","","USA","Take-off","Accident",0,false,false,"","Serious","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-03T00:00:00.000Z""","USA","Humble","CESSNA 180","N154JD","","","USA","Approach","Accident",0,false,false,"","Minor","C180",false,true,1,"Piston","","[]","RS",2010
"""2010-06-03T00:00:00.000Z""","USA","Port Clinton","MOONEY M20M","N1054B","","","USA","Landing","Accident",0,false,false,"","Minor","M20T",false,true,1,"Piston","","[]","RS",2010
"""2010-06-03T00:00:00.000Z""","USA","Fort Worth","BEECH 90","N20","FAA - AFS Flight Program",,"USA","Landing","Accident",0,true,"",false,"None","BE9L",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2010
"""2010-06-04T00:00:00.000Z""","USA","Pollard","AIR TRACTOR AT502","N6083G","","","USA","Manoeuvring","Accident",0,true,true,"","None","AT5T",false,true,1,"Turboprop","","[]","RS",2010
"""2010-06-04T00:00:00.000Z""","USA","Anderson","CESSNA 421","N421KB","",,"USA","Take-off","Accident",0,true,false,"","None","C21T",false,true,2,"Turboprop","","[""SCF-NP"",""RE""]","RS",2010
"""2010-06-04T00:00:00.000Z""","USA","Baltimore","CESSNA T41","N789EP","","","USA","Landing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-04T00:00:00.000Z""","USA","Richfield","PIPER PA28 140","N3922K","","","USA","Take-off","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-04T00:00:00.000Z""","USA","Salina","STEARMAN A75 L300","N75263","","","USA","Take-off","Accident",0,false,false,"","None","ST75",false,true,1,"Piston","","[]","RS",2010
"""2010-06-05T00:00:00.000Z""","USA","Charlotte","AIRBUS A330 300","N277AY","United States Us Airways","USA","USA","Taxi","Accident",0,true,true,true,"None","C295",,true,2,"Turboprop",true,"[""GCOL""]","RS",2010
"""2010-06-05T00:00:00.000Z""","USA","","Robinson Helicopter Company R22","N7028U","Universal Air Academy","","USA","Approach","Accident",0,false,false,false,"None","R22",true,false,1,"Piston","","[]","",2010
"""2010-06-05T00:00:00.000Z""","USA","Custer","CESSNA 337","N2267X","","","USA","Take-off","Accident",0,true,false,"","None","C337",false,true,2,"Piston","","[]","RS",2010
"""2010-06-05T00:00:00.000Z""","USA","Kenai","CESSNA 180","N266V","",,"USA","Taxi","Accident",0,false,false,"","None","C180",false,true,1,"Piston","","[]","RS",2010
"""2010-06-05T00:00:00.000Z""","USA","Charlotte","AIRBUS A321","N508AY","",,"USA","Standing","Accident",0,true,true,"","None","A321",false,true,2,"Jet","","[""GCOL""]","RS",2010
"""2010-06-06T00:00:00.000Z""","USA","North Myrtle Beach","PIPER PA18","N2150A","","","USA","Approach","Accident",0,false,false,"","Minor","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-06T00:00:00.000Z""","USA","Northwood","CHAMPION 7EC","N9620S","","","USA","Manoeuvring","Accident",0,false,false,"","None","CH7A",false,true,1,"Piston","","[]","RS",2010
"""2010-06-06T00:00:00.000Z""","USA","Marble","BEECH 35","N887M","","","USA","Landing","Accident",1,true,false,"","Fatal","BE35",false,true,1,"Piston","","[]","RS",2010
"""2010-06-06T00:00:00.000Z""","USA","Kingfisher","PIPER PA28","N7559J","","","USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-07T00:00:00.000Z""","USA","New Port Richey","","N76HT","","","USA","Approach","Accident",0,true,true,"","None","DC93",false,true,2,"Jet","","[]","RS",2010
"""2010-06-07T00:00:00.000Z""","USA","","Air Tractor Inc AT-602","N4184P","Baylee Co","","USA","Manoeuvring","Accident",1,true,false,false,"Fatal","AT6T",false,true,1,"Turboprop","","[]","F-NI",2010
"""2010-06-07T00:00:00.000Z""","USA","Stanton","","N396BK","","","USA","Approach","Accident",0,true,false,"","None","CA7T",false,true,1,"Turboprop","","[]","RS",2010
"""2010-06-08T00:00:00.000Z""","USA","Lucedale","PIPER PA28","N5118L","","","USA","En route","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","TURB",2010
"""2010-06-08T00:00:00.000Z""","USA","Arlington","STEARMAN B75 N1","N27WE","",,"USA","Landing","Accident",0,false,false,"","None","ST75",false,true,1,"Piston","","[]","RS",2010
"""2010-06-08T00:00:00.000Z""","USA","Toms River","CESSNA 305","N5075K","",,"USA","Landing","Accident",0,false,false,"","None","O1",false,true,1,"Piston","","[""LOC-G"",""SCF-NP"",""UNK""]","RS",2010
"""2010-06-09T00:00:00.000Z""","USA","Ankeny","PIPER PA34","N104NW","Private US Operator",,"USA","Landing","Accident",0,false,false,false,"None","PA47",false,true,1,"Jet","","[""ARC""]","RS",2010
"""2010-06-09T00:00:00.000Z""","USA","New Smyrna Beach","CESSNA T41","N62568","","","USA","Landing","Accident",0,true,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-10T00:00:00.000Z""","USA","Alcolu","AIR TRACTOR AT402","N5085Q","",,"USA","Manoeuvring","Accident",0,true,false,"","None","AT3T",false,true,1,"Turboprop","","[""LALT""]","OTH",2010
"""2010-06-10T00:00:00.000Z""","USA","Shell Knob","LUSCOMBE 8","N9932C","",,"USA","Take-off","Accident",0,false,false,"","None","L8",false,true,1,"Piston","","[]","RS",2010
"""2010-06-10T00:00:00.000Z""","USA","Ontario","PIPER PA46","N121HJ","","","USA","En route","Accident",0,false,false,"","Serious","PA47",false,true,1,"Jet","","[]","TURB",2010
"""2010-06-11T00:00:00.000Z""","USA","Perry","CIRRUS SR20 NO SERIES EXISTS","N800GT","",,"USA","Landing","Accident",0,false,false,"","None","VK3P",false,true,1,"Piston","","[]","RS",2010
"""2010-06-11T00:00:00.000Z""","USA","Eagar","PIPER PA32","N7699F","","","USA","Take-off","Accident",4,false,false,"","Fatal","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-11T00:00:00.000Z""","USA","Palmer","CESSNA 170","N2886C","","","USA","Landing","Accident",0,false,false,"","None","C170",false,true,1,"Piston","","[]","RS",2010
"""2010-06-12T00:00:00.000Z""","USA","Campbellsville","CESSNA 170","N4273V","","","USA","Landing","Accident",0,false,false,"","Serious","C170",false,true,1,"Piston","","[]","RS",2010
"""2010-06-12T00:00:00.000Z""","USA","Denver","BEECH 1900","N195GL","Great Lakes Airlines",,"USA","Landing","Accident",0,true,true,false,"None","B190",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2010
"""2010-06-12T00:00:00.000Z""","USA","Lamoni","","N8519N","",,"USA","Take-off","Accident",0,true,false,"","Serious","RAV3",false,true,1,"Piston","","[""UNK""]","UNK",2010
"""2010-06-13T00:00:00.000Z""","USA","Plymouth","BELL 47","N47WK","","","USA","En route","Accident",0,true,false,"","None","B47T",true,false,1,"Turboprop","","[]","",2010
"""2010-06-13T00:00:00.000Z""","USA","Carolina Beach","CORBEN BABYACE","N39D","","","USA","Take-off","Accident",0,false,false,"","Serious","JACE",false,true,1,"Piston","","[]","RS",2010
"""2010-06-13T00:00:00.000Z""","USA","Umpire","PIPER PA28","N6076H","","","USA","Unknown","Accident",4,false,false,"","Fatal","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-13T00:00:00.000Z""","USA","Courtland","GRUMMAN G164","N6726Q","",,"USA","Manoeuvring","Accident",0,true,false,"","Serious","G64T",false,true,1,"Turboprop","","[""LALT""]","OTH",2010
"""2010-06-13T00:00:00.000Z""","USA","Cascade","CESSNA T41","N5720A","","","USA","Landing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-14T00:00:00.000Z""","USA","","PIPER PA42","N9142B","US Customs Service",,"USA","Landing","Accident",0,true,"",false,"None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-14T00:00:00.000Z""","USA","Lincoln","RANS S6","N1901C","","","USA","Approach","Accident",2,false,false,"","Fatal","COY2",false,true,1,"Piston","","[]","RS",2010
"""2010-06-14T00:00:00.000Z""","USA","Springville","AIR CREATION","N227EH","","","USA","Unknown","Accident",1,false,false,"","Fatal","ION",false,true,1,"Piston","","[]","OTH",2010
"""2010-06-14T00:00:00.000Z""","USA","Penrose","AIR TRACTOR AT602 NO SERIES EXISTS","N4257R","","","USA","Manoeuvring","Accident",0,true,false,"","Minor","AT6T",false,true,1,"Turboprop","","[""SCF-PP""]","SCF",2010
"""2010-06-15T00:00:00.000Z""","USA","Traverse City","CESSNA T41","N52519","",,"USA","Unknown","Accident",0,false,false,"","","C172",false,true,1,"Piston","","[""UNK""]","UNK",2010
"""2010-06-15T00:00:00.000Z""","USA","","PIPER PA31T","N17TU","Midwest Flying Service Inc",,"USA","Landing","Accident",0,true,"",false,"None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-16T00:00:00.000Z""","USA","","KAMAN K1200","N134WC","Woody Contracting Inc",,"USA","Manoeuvring","Accident",1,true,"",false,"Fatal","KMAX",true,false,1,"Turboprop","","[]","",2010
"""2010-06-16T00:00:00.000Z""","USA","Mayfield","GRUMMAN G164","N6780K","",,"USA","Landing","Accident",0,true,false,"","Serious","G164",false,true,1,"Piston","","[""LOC-G""]","RS",2010
"""2010-06-17T00:00:00.000Z""","USA","Thomasville","CHAMPION 7EC","N73PC","","","USA","Landing","Accident",0,false,false,"","None","CH7A",false,true,1,"Piston","","[]","RS",2010
"""2010-06-17T00:00:00.000Z""","USA","Suffolk","NORTH AMERICAN SNJ","N43NA","",,"USA","Landing","Accident",0,true,false,"","None","T6",false,true,1,"Piston","","[""RE"",""LOC-G""]","RS",2010
"""2010-06-17T00:00:00.000Z""","USA"," Little Peconic Bay, NY","CESSNA 208","N810GA","Aquatica Aviation",,"USA","Taxi","Accident",0,true,false,false,"None","C208",false,true,1,"Turboprop","","[]","RS",2010
"""2010-06-18T00:00:00.000Z""","USA","Grants Pass","LINDSTRAND LBL120A","N501LB","","","USA","Manoeuvring","Accident",0,false,false,"","Serious","KR1",false,true,1,"Piston","","[]","RS",2010
"""2010-06-18T00:00:00.000Z""","USA","Seligman","BEECH 36","N155FT","","","USA","En route","Accident",1,false,false,"","Fatal","BE36",false,true,1,"Piston","","[]","RS",2010
"""2010-06-18T00:00:00.000Z""","USA","Plymouth","CESSNA 401","N401TE","Global Data Aviation LLC",,"USA","Approach","Accident",0,true,"",false,"Serious","C402",false,true,2,"Piston","","[""UNK""]","UNK",2010
"""2010-06-18T00:00:00.000Z""","USA","Freehold","","N832LL","","","USA","Landing","Accident",0,true,false,"","None","RAV3",false,true,1,"Piston","","[]","RS",2010
"""2010-06-18T00:00:00.000Z""","USA","Hillsboro","ROBINSON R22","N2548S","Hillsboro Aviation Inc",,"USA","Landing","Accident",0,false,false,false,"None","R22",true,false,1,"Piston","","[]","",2010
"""2010-06-18T00:00:00.000Z""","USA","Merced","LUSCOMBE 11A","N1606B","","","USA","Unknown","Accident",0,false,false,"","None","L11",false,true,1,"Piston","","[]","RS",2010
"""2010-06-19T00:00:00.000Z""","USA","Longmont","","N14884","",,"USA","Take-off","Accident",0,true,true,"","Minor","DC93",false,true,2,"Jet","","[]","RS",2010
"""2010-06-19T00:00:00.000Z""","USA","Unalaska","ROBINSON R44","N333DV","Bering Pacific Ranches Ltd",,"USA","Take-off","Accident",1,false,false,false,"Fatal","R44",true,false,1,"Piston","","[]","",2010
"""2010-06-19T00:00:00.000Z""","USA","","Piper Aircraft Inc PA-34 Seneca","N44CS","Private US Operator","","USA","Landing","Accident",0,true,false,false,"None","PA34",false,true,2,"Piston","","[]","RS",2010
"""2010-06-19T00:00:00.000Z""","USA","Leander","PIPER PA11","N4969M","","","USA","Approach","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-19T00:00:00.000Z""","USA","West Palm Beach","ROBINSON R22","N7988H","Cloud 9 Helicopters LLC (Florida)",,"USA","Manoeuvring","Accident",0,false,false,false,"None","R22",true,false,1,"Piston","","[]","",2010
"""2010-06-19T00:00:00.000Z""","USA","May","VANS RV9 A","N559B","","","USA","Manoeuvring","Accident",1,false,false,"","Fatal","RV9",false,true,1,"Piston","","[]","F-NI",2010
"""2010-06-19T00:00:00.000Z""","USA"," New York-John F. Kennedy International Airport, NY (JFK)","Boeing 737-832 (WL)","N3730B","Delta Air Lines","USA","USA","Standing","Accident",0,true,true,true,"","B37M",false,true,2,"Jet","","[]","RS",2010
"""2010-06-19T00:00:00.000Z""","USA","Trinidad","","N134LS","",,"USA","Landing","Accident",0,true,false,"","Minor","XAIR",false,true,1,"Piston","","[""SCF-PP"",""UNK"",""FUEL""]","SCF",2010
"""2010-06-19T00:00:00.000Z""","USA","Bolivar","AERONCA 7AC","N2553B","","","USA","Landing","Accident",0,false,false,"","Minor","CH7A",false,true,1,"Piston","","[]","RS",2010
"""2010-06-19T00:00:00.000Z""","USA","Crystal","PIPER J3C 65","N25WF","",,"USA","Unknown","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-19T00:00:00.000Z""","USA","Virden","AIR TRACTOR AT402","N5120E","",,"USA","Take-off","Accident",0,true,false,"","None","AT3T",false,true,1,"Turboprop","","[""ADRM"",""OTHR"",""RE"",""UNK""]","RS",2010
"""2010-06-20T00:00:00.000Z""","USA","Carmi","","N47PD","United States ","","USA","Landing","Accident",1,true,false,"","Fatal","XAIR",false,true,1,"Piston","","[]","RS",2010
"""2010-06-20T00:00:00.000Z""","USA","Canby","PILATUS P3 NO SERIES EXISTS","N831AS","",,"USA","Standing","Accident",0,false,false,"","None","PP3",false,true,1,"Piston","","[]","RS",2010
"""2010-06-20T00:00:00.000Z""","USA","Canby","NORTH AMERICAN SNJ","N8BP","",,"USA","","Accident",0,true,false,"","None","T6",false,true,1,"Piston","","[]","",2010
"""2010-06-21T00:00:00.000Z""","USA","Asheville","SCHWEIZER","N247FG","Spitzer Helicopter LLC",,"USA","Unknown","Accident",0,false,false,false,"None","TEAL",false,true,1,"Piston","","[]","RS",2010
"""2010-06-21T00:00:00.000Z""","USA","Jasper","CESSNA 150","N8321J","","","USA","Landing","Accident",0,false,false,"","None","C150",false,true,1,"Piston","","[]","RS",2010
"""2010-06-21T00:00:00.000Z""","USA","Storm Lake","CESSNA 525 CITATIONJET","N800VT","Clausen Investments Inc",,"USA","Landing","Accident",0,true,"",false,"None","C525",false,true,2,"Jet","","[""RE""]","RS",2010
"""2010-06-21T00:00:00.000Z""","USA","Albuquerque","CESSNA 182","N9849C","","","USA","Take-off","Accident",0,false,false,"","None","C182",false,true,1,"Piston","","[]","RS",2010
"""2010-06-22T00:00:00.000Z""","USA","","HUGHES 369","N8305F","Del Rio Aviation Inc",,"USA","En route","Accident",0,true,false,false,"None","H500",true,false,1,"Turboprop","","[]","",2010
"""2010-06-23T00:00:00.000Z""","USA","Bryce Canyon","CESSNA 185","N55TA","",,"USA","Take-off","Accident",0,false,false,"","None","C185",false,true,1,"Piston","","[""RE"",""LOC-G""]","RS",2010
"""2010-06-23T00:00:00.000Z""","USA","Sanibel Island","","N79DJ","","","USA","En route","Accident",0,true,false,"","None","C421",false,true,2,"Piston","","[]","TURB",2010
"""2010-06-23T00:00:00.000Z""","USA","Rickreall","BELL 206","N3194G","","","USA","Manoeuvring","Accident",0,true,false,"","None","XV15",false,true,2,"Turboprop","","[]","RS",2010
"""2010-06-24T00:00:00.000Z""","USA","Ashdown","CESSNA 310","N18RR","","","USA","Take-off","Accident",0,true,false,"","Minor","C310",false,true,2,"Piston","","[]","RS",2010
"""2010-06-24T00:00:00.000Z""","USA","Santa Barbara","BELL UH1H","N205KS","USDA - Forest Service (California)",,"USA","Manoeuvring","Accident",0,true,true,false,"None","UH1",true,false,1,"Turboprop","","[""SCF-NP""]","SCF",2010
"""2010-06-24T00:00:00.000Z""","USA","Grand Junction","HILLER UH12E","N9754C","","","USA","Manoeuvring","Accident",0,false,false,"","Minor","UH12",true,false,1,"Piston","","[]","",2010
"""2010-06-25T00:00:00.000Z""","USA","Burns","","N29MM","","","USA","Take-off","Accident",0,true,true,"","None","DC93",false,true,2,"Jet","","[]","RS",2010
"""2010-06-25T00:00:00.000Z""","USA","Denver","","N5507R","","","USA","Landing","Accident",0,false,false,"","None","COL4",false,true,1,"Piston","","[]","RS",2010
"""2010-06-25T00:00:00.000Z""","USA","Sewanne","VANS RV6 A","N3856D","","","USA","Landing","Accident",0,false,false,"","None","RV6",false,true,1,"Piston","","[]","RS",2010
"""2010-06-25T00:00:00.000Z""","USA","Salisbury","CESSNA T41","N2373K","","","USA","Landing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-25T00:00:00.000Z""","USA","St. Charles","CESSNA 175","N5461B","","","USA","Take-off","Accident",0,false,false,"","None","C175",false,true,1,"Piston","","[]","RS",2010
"""2010-06-25T00:00:00.000Z""","USA","Neenah","","N5609N","",,"USA","Landing","Accident",0,false,false,"","Serious","M20T",false,true,1,"Piston","","[""UNK"",""ARC""]","RS",2010
"""2010-06-25T00:00:00.000Z""","USA","Inglis","","N216JD","","","USA","En route","Accident",0,true,true,"","None","A3",false,true,2,"Jet","","[]","TURB",2010
"""2010-06-26T00:00:00.000Z""","USA","Indianapolis","STEARMAN A75 N1","N469RH","","","USA","Landing","Accident",0,false,false,"","None","ST75",false,true,1,"Piston","","[]","RS",2010
"""2010-06-26T00:00:00.000Z""","USA","Lake Charles","AEROSPATIALE","N191EH","","","USA","Unknown","Accident",0,true,"","","None","N262",false,true,2,"Turboprop","","[]","RS",2010
"""2010-06-26T00:00:00.000Z""","USA","Gordonsville","","N1516B","","","USA","Landing","Accident",0,true,true,"","None","A3",false,true,2,"Jet","","[]","RS",2010
"""2010-06-26T00:00:00.000Z""","USA","Broomfield","LOCKHEED P2V","N1386C","U.S. Forest Service, opf. Neptune Aviation Services",,"USA","Landing","Accident",0,true,true,false,"None","P2",false,true,2,"Piston","","[""SCF-NP"",""RE""]","RS",2010
"""2010-06-27T00:00:00.000Z""","USA","Igiugig","DE HAVILLAND L20A","N9RW","Branham Adventures Inc",,"USA","Take-off","Accident",0,true,"",false,"None","DH80",false,true,1,"Piston","","[""OTHR""]","OTH",2010
"""2010-06-27T00:00:00.000Z""","USA","Dixon","PIPER PA28","N7581J","","","USA","Manoeuvring","Accident",4,false,false,"","Fatal","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-27T00:00:00.000Z""","USA","Punta Gorda","","N363SX","",,"USA","Landing","Accident",0,false,false,"","None","M20T",false,true,1,"Piston","","[""ARC""]","RS",2010
"""2010-06-27T00:00:00.000Z""","USA","Brainerd","CESSNA 175","N7691M","","","USA","Take-off","Accident",0,false,false,"","None","C175",false,true,1,"Piston","","[]","RS",2010
"""2010-06-27T00:00:00.000Z""","USA","Eden Prarie","BEECH 23 C23","N9253S","","","USA","Landing","Accident",0,false,false,"","None","BE23",false,true,1,"Piston","","[]","RS",2010
"""2010-06-27T00:00:00.000Z""","USA","Caldwell","LANCAIR IV","N86PB","",,"USA","Standing","Accident",0,false,false,"","None","LNCE",false,true,1,"Piston","","[""UNK"",""F-NI""]","F-NI",2010
"""2010-06-28T00:00:00.000Z""","USA","Camp Verde","","N707BD","","","USA","En route","Accident",0,false,false,"","Serious","COL4",false,true,1,"Piston","","[]","TURB",2010
"""2010-06-28T00:00:00.000Z""","USA","Longview","EMBRAER EMB145 ER","N601DW","",,"USA","En route","Accident",0,true,true,true,"Serious","M326",,true,1,"Jet",true,"[""TURB""]","TURB",2010
"""2010-06-28T00:00:00.000Z""","USA","","BEECH 200","N269LS","Baker Aviation LLC (Kentucky)",,"USA","Landing","Accident",0,true,"",false,"None","BE20",false,true,2,"Turboprop","","[]","RS",2010
"""2010-06-28T00:00:00.000Z""","USA","","Piper Aircraft Inc PA-31 Navajo","N102WT","Private US Operator","","USA","Landing","Accident",0,true,false,false,"None","PA31",false,true,2,"Piston","","[]","RS",2010
"""2010-06-28T00:00:00.000Z""","USA","Thomaston","PIPER J3C","N41242","","","USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-29T00:00:00.000Z""","USA","Waddy","ZENITH CH601 XL","N601LP","","","USA","En route","Accident",0,false,false,"","None","CH60",false,true,1,"Piston","","[]","TURB",2010
"""2010-06-29T00:00:00.000Z""","USA","McGregor","PIPER PA28","N4627J","","","USA","Approach","Accident",0,false,false,"","Minor","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-06-29T00:00:00.000Z""","USA","Sequim","LAKE LA4","N2990P","","","USA","Landing","Accident",0,false,false,"","None","LA4",false,true,1,"Piston","","[]","RS",2010
"""2010-06-30T00:00:00.000Z""","USA","Farmingdale","","N388MA","","","USA","Landing","Accident",0,true,true,"","None","DC93",false,true,2,"Jet","","[]","RS",2010
"""2010-06-30T00:00:00.000Z""","USA","Twin Falls","CESSNA T41","N64427","","","USA","Landing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-06-30T00:00:00.000Z""","USA","Newark","","N4469N","","","USA","En route","Accident",0,false,false,"","None","COL4",false,true,1,"Piston","","[]","TURB",2010
"""2010-06-30T00:00:00.000Z""","USA","Bloomington","DIAMOND DA20 C1","N802CT","","","USA","Landing","Accident",0,false,false,"","None","DA40",false,true,1,"Piston","","[]","RS",2010
"""2010-06-30T00:00:00.000Z""","USA","Chesapeake","CESSNA T41","N6064R","","","USA","Unknown","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2010
"""2010-07-01T00:00:00.000Z""","USA","Missoula","CESSNA 180","N3642C","","","USA","Landing","Accident",0,false,false,"","None","C180",false,true,1,"Piston","","[]","RS",2010
"""2010-07-01T00:00:00.000Z""","USA","Venice","CESSNA 152","N94838","","","USA","Landing","Accident",1,false,false,"","Fatal","C152",false,true,1,"Piston","","[]","RS",2010
"""2010-07-01T00:00:00.000Z""","USA","Perry","BEECH 33","N3071T","","","USA","En route","Accident",2,false,false,"","Fatal","BE33",false,true,1,"Piston","","[]","RS",2010
"""2010-07-01T00:00:00.000Z""","USA","","SHORT SC7","N731E","Alaska Air Taxi LCC",,"USA","Landing","Accident",0,true,"",false,"None","SC7",false,true,2,"Turboprop","","[]","RS",2010
"""2010-07-02T00:00:00.000Z""","USA","BURNSVILLE","CIRRUS SR22 NO SERIES EXISTS","N220WJ","","","USA","Approach","Accident",0,false,false,"","None","VK3P",false,true,1,"Piston","","[]","RS",2010
"""2010-07-02T00:00:00.000Z""","USA","Destin","NORTH AMERICAN SNJ","N92778","","","USA","Manoeuvring","Accident",2,true,false,"","Fatal","T6",false,true,1,"Piston","","[""LOC-I""]","LOC-I",2010
"""2010-07-02T00:00:00.000Z""","USA","Las Vegas","BEECH 55","N3644A","Private US Operator",,"USA","Landing","Accident",0,true,"",false,"None","BE55",false,true,2,"Piston","","[""SCF-NP""]","SCF",2010
"""2010-07-02T00:00:00.000Z""","USA","Centennial","AVIAT A1 B","N80HY","",,"USA","Landing","Accident",0,false,false,"","None","HUSK",false,true,1,"Piston","","[]","RS",2010
"""2010-07-03T00:00:00.000Z""","USA","Neola","CESSNA 150","N3143V","","","USA","En route","Accident",0,false,false,"","Minor","C150",false,true,1,"Piston","","[]","TURB",2010
"""2010-07-03T00:00:00.000Z""","USA","Fairfield","SCHLEICHER ASW27","N747GW","","","USA","","Accident",0,false,false,"","None","AS22",false,true,1,"Piston","","[]","",2010
"""2010-07-03T00:00:00.000Z""","USA","Fairfield","PIPER PA25","N9809P","","","USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-07-04T00:00:00.000Z""","USA","Pocahontas","SCHLEICHER ASW20L NO SERIES EXISTS","N82BK","","","USA","En route","Accident",1,false,false,"","Fatal","AS31",false,true,1,"Piston","","[]","RS",2010
"""2010-07-04T00:00:00.000Z""","USA","Alpine","CESSNA 421","N31AS","United States ",,"USA","Take-off","Accident",5,true,"",false,"Fatal","C421",false,true,2,"Piston","","[""F-POST"",""UNK""]","UNK",2010
"""2010-07-04T00:00:00.000Z""","USA","Austin","ROBINSON R44","N74546","Theriot Retail Interests LLc",,"USA","Take-off","Accident",0,false,false,false,"None","R44",true,false,1,"Piston","","[]","",2010
"""2010-07-04T00:00:00.000Z""","USA","East Troy","BRANTLY B2","N9011R","","","USA","Landing","Accident",0,false,false,"","None","BRB2",true,false,1,"Piston","","[]","",2010
"""2010-07-05T00:00:00.000Z""","USA","Alamagordo","CESSNA 182","N71784","",,"USA","Landing","Accident",0,false,false,"","None","C182",false,true,1,"Piston","","[""ARC""]","RS",2010
"""2010-07-05T00:00:00.000Z""","USA","Dillon","PIPER PA18","N6110A","","","USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
