"Date,StateOfOccurrence,Location,Model,Registration,Operator,StateOfOperator,StateOfRegistry,FlightPhase,Class,Fatalities,Over2250,Over5700,ScheduledCommercial,InjuryLevel,TypeDesignator,Helicopter,Airplane,Engines,EngineType,Official,OccCats,Risk,Year,SeriousFatalInjury,Destroyed"
"""2010-02-06T00:00:00.000Z"",USA,Boulder,SCHWEIZER SGS232,N2472W,,,USA,En route,Accident,3.0,False,False,False,Fatal,G164,False,True,1,Piston,,""[""""MAC""""]"",OTH,2010,1,1"
"""2010-02-06T00:00:00.000Z"",USA,Indiantown,CIRRUS SR22 NO SERIES EXISTS,N155ZS,,,USA,Landing,Accident,0.0,False,False,False,Minor,VK3P,False,True,1,Piston,,""[""""UNK"""",""""ARC""""]"",RS,2010,0,0"
"""2010-02-06T00:00:00.000Z"",USA,Boulder,CIRRUS SR20 NO SERIES EXISTS,N825BC,,,USA,En route,Accident,3.0,False,False,False,Fatal,VK3P,False,True,1,Piston,,""[""""MAC""""]"",OTH,2010,1,1"
"""2010-02-06T00:00:00.000Z"",USA,Boulder,PIPER PA25,N8718L,United States ,,USA,En route,Accident,3.0,False,False,False,Fatal,PA47,False,True,1,Jet,,""[""""MAC""""]"",OTH,2010,1,1"
"""2010-02-07T00:00:00.000Z"",USA,Mesa,NANCHANG CJ6 A,N6263D,,,USA,Manoeuvring,Accident,0.0,False,False,False,Minor,CJ6,False,True,1,Piston,,""[""""UNK"""",""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-02-07T00:00:00.000Z"",USA,Canon,BELLANCA,N1075E,,,USA,Standing,Accident,0.0,False,False,False,None,B14C,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-02-08T00:00:00.000Z"",USA,Redlands,YAKOVLEV YAK52,N52VY,United States ,,USA,Manoeuvring,Accident,2.0,False,False,False,Fatal,YK52,False,True,1,Piston,,""[""""UNK""""]"",UNK,2010,1,1"
"""2010-02-08T00:00:00.000Z"",USA,Lawrenceville,BEECH 65,N130SP,,,USA,Take-off,Accident,1.0,True,False,False,Fatal,BE65,False,True,2,Piston,,[],LOC-I,2010,1,1"
"""2010-02-09T00:00:00.000Z"",USA,Portland,BEECH G58,N3700N,,,USA,Take-off,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,""[""""SCF-NP"""",""""RE""""]"",RS,2010,0,0"
"""2010-02-12T00:00:00.000Z"",USA,Forest City,PIPER PA31T,N250TT,Mayes Aviation LLC,,USA,Approach,Accident,1.0,True,False,False,Fatal,PA47,False,True,1,Jet,,""[""""LOC-I""""]"",LOC-I,2010,1,1"
"""2010-02-13T00:00:00.000Z"",USA,Eagle,CESSNA 680 NO SERIES EXISTS,N606CS,,,USA,En route,Accident,0.0,True,True,False,None,C680,False,True,2,Jet,,""[""""TURB""""]"",TURB,2010,0,0"
"""2010-02-13T00:00:00.000Z"",USA,Genoa City,CESSNA T41,N24CV,,,USA,En route,Accident,0.0,False,False,False,Minor,C172,False,True,1,Piston,,[],TURB,2010,0,0"
"""2010-02-14T00:00:00.000Z"",USA,,RAYTHEON,N93A,Bernhard Leasing LLC,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2010,0,0"
"""2010-02-17T00:00:00.000Z"",USA,Palo Alto,CESSNA 310,N5225J,,,USA,Manoeuvring,Accident,3.0,True,False,False,Fatal,C310,False,True,2,Piston,,""[""""LALT""""]"",OTH,2010,1,1"
"""2010-02-17T00:00:00.000Z"",USA,Imperial,AIR FOUGA CM170,N6222N,,,USA,Take-off,Accident,0.0,True,False,False,None,FOUG,False,True,2,Jet,,""[""""LOC-I""""]"",LOC-I,2010,0,1"
"""2010-02-17T00:00:00.000Z"",USA,Kwigillingok,CESSNA 208,N207DR,Grant Aviation,,USA,Take-off,Accident,0.0,True,False,True,None,C208,False,True,1,Turboprop,,""[""""LOC-I"""",""""ICE""""]"",LOC-I,2010,0,1"
"""2010-02-17T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N999CR,Corporate American Operator,,USA,Landing,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2010,0,0"
"""2010-02-18T00:00:00.000Z"",USA,Carthage,CESSNA 210,N731DS,,,USA,Take-off,Accident,0.0,False,False,False,Minor,C210,False,True,1,Piston,,""[""""UNK"""",""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-02-18T00:00:00.000Z"",USA,Aurora,CESSNA 210,N777FW,,,USA,Landing,Accident,0.0,False,False,False,None,C210,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-02-18T00:00:00.000Z"",USA,Colfax,GRUMMAN G164,N6774Q,,,USA,Take-off,Accident,0.0,True,False,False,None,G164,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-02-18T00:00:00.000Z"",USA,Austin,PIPER PA28,N2889D,United States ,,USA,En route,Accident,2.0,False,False,False,Fatal,PA47,False,True,1,Jet,,""[""""SEC""""]"",OTH,2010,1,1"
"""2010-02-18T00:00:00.000Z"",USA,Sacramento,CESSNA 208,N892FE,West Air (USA),,USA,Approach,Accident,0.0,True,False,True,None,C208,False,True,1,Turboprop,,""[""""BIRD""""]"",RS,2010,0,0"
"""2010-02-19T00:00:00.000Z"",USA,Groveland,PIPER PA32,N4175A,United States ,,USA,En route,Accident,2.0,False,False,False,Fatal,PA47,False,True,1,Jet,,""[""""UNK"""",""""LOC-I"""",""""OTHR""""]"",LOC-I,2010,1,1"
"""2010-02-20T00:00:00.000Z"",USA,Mesa,NORTH AMERICAN SNJ,N76BZ,,,USA,Landing,Accident,0.0,True,False,False,None,T6,False,True,1,Piston,,""[""""RE"""",""""LOC-G""""]"",RS,2010,0,0"
"""2010-02-21T00:00:00.000Z"",USA,Belleville,PIPER PA46,N350WF,United States ,,USA,Approach,Accident,2.0,False,False,False,Fatal,PA47,False,True,1,Jet,,[],RS,2010,1,0"
"""2010-02-21T00:00:00.000Z"",USA,,MITSUBISHI,N68CL,Continental Jet LLC (Indiana),,USA,Approach,Accident,0.0,True,False,False,None,MRJ9,False,True,2,Jet,,[],RS,2010,0,0"
"""2010-02-23T00:00:00.000Z"",USA,Fort Pierce,CESSNA T41,N88EP,,,USA,Landing,Accident,0.0,False,False,False,None,C172,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-02-23T00:00:00.000Z"",USA,Byron,SCHWEIZER,N8494K,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,G64T,False,True,1,Turboprop,,""[""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-02-24T00:00:00.000Z"",USA,Wheeling,BOMBARDIER BD700 1A11,N515FX,,,USA,Standing,Accident,0.0,True,True,False,None,GLEX,False,True,2,Jet,,""[""""RAMP""""]"",RS,2010,0,0"
"""2010-02-24T00:00:00.000Z"",USA,Minneapolis,BEECH 65,N132BA,,,USA,Taxi,Accident,0.0,True,False,False,None,BE65,False,True,2,Piston,,""[""""GCOL""""]"",RS,2010,0,0"
"""2010-02-24T00:00:00.000Z"",USA,Minneapolis,BEECH 65,N95LL,,,USA,Unknown,Accident,0.0,True,False,False,None,BE65,False,True,2,Piston,,""[""""GCOL""""]"",RS,2010,0,0"
"""2010-02-26T00:00:00.000Z"",USA,Dixie,CESSNA 185,N1979T,,,USA,Unknown,Accident,0.0,False,False,False,None,C185,False,True,1,Piston,,[],UNK,2010,0,0"
"""2010-02-26T00:00:00.000Z"",USA,Dixie,CA7T,N4XK,,,USA,Landing,Accident,0.0,True,False,False,None,CA7T,False,True,1,Turboprop,,[],RS,2010,0,0"
"""2010-02-27T00:00:00.000Z"",USA,Gatesville,PIPER PA28,N4218J,United States ,,USA,Unknown,Accident,1.0,False,False,False,Fatal,PA47,False,True,1,Jet,,[],OTH,2010,1,1"
"""2010-02-27T00:00:00.000Z"",USA,Grove City,CESSNA 340,N1952E,Corporate American Operator,,USA,Landing,Accident,0.0,True,False,False,Minor,C340,False,True,2,Piston,,""[""""RE"""",""""LOC-G""""]"",RS,2010,0,0"
"""2010-02-27T00:00:00.000Z"",USA,Maple Lake,GRUMMAN AA5,N5418L,,,USA,Approach,Accident,0.0,False,False,False,None,HCAT,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-02-28T00:00:00.000Z"",USA,Falfurrias,J328,N97EZ,,,USA,En route,Accident,0.0,True,True,False,None,J328,False,True,2,Jet,,[],TURB,2010,0,0"
"""2010-02-28T00:00:00.000Z"",USA,Bristow,BEECH 24,N63713,United States ,,USA,Manoeuvring,Accident,2.0,False,False,False,Fatal,BE24,False,True,1,Piston,,""[""""UNK""""]"",UNK,2010,1,1"
"""2010-03-01T00:00:00.000Z"",USA,""Montgomery County Airpark, Gai"",SOCATA TBM700,N700ZR,Nova Aviation LLC,,USA,Approach,Accident,0.0,True,False,False,None,TBM7,False,True,1,Turboprop,,""[""""UNK""""]"",UNK,2010,0,0"
"""2010-03-01T00:00:00.000Z"",USA,Greensboro,PIAGGIO P180 AVANTI,N29JS,Pelham Air LLC,,USA,Landing,Accident,0.0,True,False,False,None,P180,False,True,2,Turboprop,,""[""""ARC""""]"",RS,2010,0,0"
"""2010-03-02T00:00:00.000Z"",USA,DeKalb,BEECH 65,N129LA,Eagle Air Transport,,USA,Landing,Accident,0.0,True,False,False,None,BE65,False,True,2,Piston,,""[""""SCF-NP""""]"",SCF,2010,0,0"
"""2010-03-03T00:00:00.000Z"",USA,Buena,EIPPER QUICKSILVER,N6233V,,,USA,Take-off,Accident,0.0,True,True,False,Serious,T33,False,True,1,Jet,,[],RS,2010,1,0"
"""2010-03-04T00:00:00.000Z"",USA,""LOUISA, VA"",CESSNA T303 NO SERIES EXISTS,N9305T, ,,USA,Take-off,Accident,1.0,True,False,False,Fatal,C303,False,True,2,Piston,,""[""""UNK""""]"",UNK,2010,1,1"
"""2010-03-05T00:00:00.000Z"",USA,Marysville,EVEKTOR AEROTECHNIK,N930LA,United States ,,USA,Unknown,Accident,2.0,False,False,False,Fatal,P220,False,True,1,Piston,,[],OTH,2010,1,1"
"""2010-03-05T00:00:00.000Z"",USA,Slaton,BEECH 36,N2036Y,,,USA,En route,Accident,0.0,False,False,False,Minor,BE36,False,True,1,Piston,,""[""""SCF-PP"""",""""UNK""""]"",SCF,2010,0,0"
"""2010-03-05T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N103GK,Private US Operator,,USA,Approach,Accident,0.0,True,False,False,Serious,PA34,False,True,2,Piston,,[],RS,2010,1,0"
"""2010-03-05T00:00:00.000Z"",USA,Nanwalek,CESSNA 206,N734JM,,,USA,Landing,Accident,0.0,False,False,False,None,C206,False,True,1,Piston,,""[""""RE""""]"",RS,2010,0,0"
"""2010-03-06T00:00:00.000Z"",USA,Santa Rosa Beach,NORTH AMERICAN SNJ,N47LF,United States ,,USA,Unknown,Accident,2.0,True,False,False,Fatal,T6,False,True,1,Piston,,[],OTH,2010,1,1"
"""2010-03-06T00:00:00.000Z"",USA,Wetumpka,XAIR,N43341,,,USA,Take-off,Accident,0.0,True,False,False,Minor,XAIR,False,True,1,Piston,,""[""""UNK"""",""""LOC-I""""]"",LOC-I,2010,0,1"
"""2010-03-07T00:00:00.000Z"",USA,Rigby,J328,N22EJ,,,USA,Take-off,Accident,0.0,True,True,False,None,J328,False,True,2,Jet,,""[""""UNK"""",""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-03-07T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N9148B,Private US Operator,,USA,Approach,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2010,0,0"
"""2010-03-07T00:00:00.000Z"",USA,Baytown,TECNAM P92 EA,N323BR,,,USA,Landing,Accident,0.0,False,False,False,None,ECHO,False,True,1,Piston,,""[""""SCF-NP""""]"",SCF,2010,0,0"
"""2010-03-10T00:00:00.000Z"",USA,Seguin,DC93,N4384N,,,USA,Landing,Accident,0.0,True,True,False,Serious,DC93,False,True,2,Jet,,[],RS,2010,1,0"
"""2010-03-10T00:00:00.000Z"",USA,Ophir,CESSNA 185,N70039,,,USA,Landing,Accident,0.0,False,False,False,None,C185,False,True,1,Piston,,""[""""SCF-PP"""",""""UNK""""]"",SCF,2010,0,0"
"""2010-03-11T00:00:00.000Z"",USA,Naples,KAWASAKI,N8618F,Collier County Mosquito Control District,,USA,Landing,Accident,0.0,True,True,False,None,P1,False,True,4,Jet,,[],RS,2010,0,0"
"""2010-03-11T00:00:00.000Z"",USA,Chandler,NORTH AMERICAN,N514NH,United States ,,USA,Landing,Accident,1.0,True,False,False,Fatal,T6,False,True,1,Piston,,""[""""F-POST"""",""""RE"""",""""LOC-G""""]"",RS,2010,1,0"
"""2010-03-15T00:00:00.000Z"",USA,Kodiak,BRITTEN NORMAN BN2A,N663SA,Servant Air,,USA,Take-off,Accident,0.0,True,False,True,Serious,NDIC,False,True,1,Piston,,""[""""LOC-I""""]"",LOC-I,2010,1,1"
"""2010-03-15T00:00:00.000Z"",USA,Twin Falls,C421,N951DM,,,USA,Landing,Accident,0.0,True,False,False,Serious,C421,False,True,2,Piston,,[],RS,2010,1,0"
"""2010-03-15T00:00:00.000Z"",USA,Jasper,ROLLADEN SCHNEIDER LS4,N465CB,,,USA,Manoeuvring,Accident,0.0,False,False,False,None,KRIC,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-03-17T00:00:00.000Z"",USA,Bakersfield,NORTH AMERICAN SNJ,N75AG,,,USA,Manoeuvring,Accident,2.0,True,False,False,Fatal,T6,False,True,1,Piston,,""[""""UNK""""]"",UNK,2010,1,1"
"""2010-03-17T00:00:00.000Z"",USA,Eliza Island,PIPER PA28,N1KU,,,USA,En route,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,""[""""SCF-PP"""",""""UNK""""]"",SCF,2010,0,0"
"""2010-03-17T00:00:00.000Z"",USA,Casa Grande,XAIR,N50894,,,USA,En route,Accident,0.0,True,False,False,Serious,XAIR,False,True,1,Piston,,""[""""UNK"""",""""FUEL"""",""""SCF-PP""""]"",SCF,2010,1,0"
"""2010-03-17T00:00:00.000Z"",USA,Tillamook,CESSNA 150,N7854F,,,USA,En route,Accident,0.0,False,False,False,None,C150,False,True,1,Piston,,[],TURB,2010,0,0"
"""2010-03-18T00:00:00.000Z"",USA,Huntsville,PROGRESSIVE AERODYNE SEAREY NO SERIES EXISTS,N100JW,United States ,,USA,Take-off,Accident,1.0,False,False,False,Fatal,SREY,False,True,1,Piston,,""[""""LOC-I""""]"",LOC-I,2010,1,1"
"""2010-03-18T00:00:00.000Z"",USA,""LAGRANGE, NY"",BEECH 55,N9389Y, ,,USA,Unknown,Accident,1.0,True,False,False,Fatal,BE55,False,True,2,Piston,,""[""""UNK""""]"",UNK,2010,1,1"
"""2010-03-18T00:00:00.000Z"",USA,""ARTESIA, NM"",CESSNA 421,N3382Q, ,,USA,Unknown,Accident,0.0,True,False,False,None,C421,False,True,2,Piston,,""[""""UNK""""]"",UNK,2010,0,0"
"""2010-03-19T00:00:00.000Z"",USA,Morton,CIRRUS SR22 NO SERIES EXISTS,N224GS,United States ,,USA,En route,Accident,1.0,False,False,False,Fatal,VK3P,False,True,1,Piston,,""[""""UNK"""",""""USOS"""",""""SCF-PP""""]"",RS,2010,1,0"
"""2010-03-19T00:00:00.000Z"",USA,Cartersville,C208,N8508H,,,USA,Take-off,Accident,0.0,True,False,False,None,C208,False,True,1,Turboprop,,[],RS,2010,0,0"
"""2010-03-21T00:00:00.000Z"",USA,"" Jeffersonville-Clark Regional Airport, IN (JVY)"",Learjet 35A,N376HA,Bluegrass Aviation Partners,,USA,Landing,Accident,0.0,True,True,False,None,LJ35,False,True,2,Jet,,[],RS,2010,0,0"
"""2010-03-21T00:00:00.000Z"",USA,Santa Barbara,BEECH G58,N580TC,Private US Operator,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,""[""""SCF-NP""""]"",SCF,2010,0,0"
"""2010-03-21T00:00:00.000Z"",USA,Lumberton,BEECH 55,N1572L,,,USA,Landing,Accident,0.0,True,False,False,None,BE55,False,True,2,Piston,,""[""""SCF-NP"""",""""UNK""""]"",SCF,2010,0,0"
"""2010-03-22T00:00:00.000Z"",USA,Lake Alfred,CESSNA 150,N6589G,,,USA,Approach,Accident,0.0,False,False,False,None,C150,False,True,1,Piston,,""[""""UNK"""",""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-03-22T00:00:00.000Z"",USA,Eldon,TAYA,N144AC,,,USA,Take-off,Accident,0.0,True,False,False,None,TAYA,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-03-22T00:00:00.000Z"",USA,Half Moon Bay,C208,N153U,,,USA,Landing,Accident,0.0,True,False,False,None,C208,False,True,1,Turboprop,,""[""""SCF-NP""""]"",SCF,2010,0,0"
"""2010-03-24T00:00:00.000Z"",USA,Moore,CESSNA 152,N93441,,,USA,En route,Accident,0.0,False,False,False,None,C152,False,True,1,Piston,,""[""""UNK"""",""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-03-25T00:00:00.000Z"",USA,Annapolis,CESSNA 120 NO SERIES EXISTS,N72560,,,USA,Take-off,Accident,0.0,False,False,False,None,C120,False,True,1,Piston,,""[""""UNK"""",""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-03-26T00:00:00.000Z"",USA,Sedona,PIPER PA34,N110RV,,,USA,Landing,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,[],RS,2010,0,0"
"""2010-03-27T00:00:00.000Z"",USA,Anacortes,CESSNA T41,N5880R,,,USA,Unknown,Accident,0.0,False,False,False,Serious,C172,False,True,1,Piston,,""[""""UNK"""",""""FUEL""""]"",UNK,2010,1,0"
"""2010-03-27T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N199JS,Private US Operator,,USA,Landing,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2010,0,0"
"""2010-03-27T00:00:00.000Z"",USA,Naples,BEECH G58,N858PR,,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,""[""""ARC""""]"",RS,2010,0,0"
"""2010-03-27T00:00:00.000Z"",USA,Chesapeake,DIAMOND DA20,N552MA,,,USA,Landing,Accident,0.0,False,False,False,None,DA40,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-03-28T00:00:00.000Z"",USA,Palermo,PIPER PA28,N3442R,,,USA,En route,Accident,0.0,False,False,False,Serious,PA47,False,True,1,Jet,,[],TURB,2010,1,0"
"""2010-03-30T00:00:00.000Z"",USA,Roanoke,PIPER PA46,N6913Z,,,USA,Take-off,Accident,1.0,False,False,False,Fatal,PA47,False,True,1,Jet,,[],RS,2010,1,0"
"""2010-03-31T00:00:00.000Z"",USA,Sevierville,BEECH 55,N43BS,Private US Operator,,USA,Landing,Accident,0.0,True,False,False,None,BE55,False,True,2,Piston,,""[""""ARC"""",""""RE""""]"",RS,2010,0,0"
"""2010-03-31T00:00:00.000Z"",USA,Ankeny,CESSNA T41,N883AV,,,USA,En route,Accident,0.0,False,False,False,None,C172,False,True,1,Piston,,[],TURB,2010,0,0"
"""2010-04-01T00:00:00.000Z"",USA,Algonac,J328,N853CZ,,,USA,Manoeuvring,Accident,1.0,True,True,False,Fatal,J328,False,True,2,Jet,,""[""""UNK"""",""""LOC-I""""]"",LOC-I,2010,1,1"
"""2010-04-01T00:00:00.000Z"",USA,Hillsboro,CESSNA T41,N2190Y,,,USA,Manoeuvring,Accident,1.0,False,False,False,Fatal,C172,False,True,1,Piston,,""[""""UNK""""]"",UNK,2010,1,1"
"""2010-04-01T00:00:00.000Z"",USA,Dayton,BEECH 36,N4BA,,,USA,Unknown,Accident,2.0,False,False,False,Fatal,BE36,False,True,1,Piston,,[],OTH,2010,1,1"
"""2010-04-02T00:00:00.000Z"",USA,Malden,AIR TRACTOR AT301,N3653T,,,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,AT3P,False,True,1,Piston,,""[""""LALT"""",""""SCF-NP"""",""""F-POST""""]"",SCF,2010,0,0"
"""2010-04-02T00:00:00.000Z"",USA,Durhamville,BALLOON WORKS FIREFLY8B,N1514G,,,USA,Landing,Accident,0.0,False,False,False,Serious,FFLY,False,True,1,Piston,,[],RS,2010,1,0"
"""2010-04-03T00:00:00.000Z"",USA,Princeton,MITSUBISHI MU2,N29WD,Whiskey Delta LLC,,USA,Landing,Accident,0.0,True,False,False,Minor,MU2,False,True,2,Turboprop,,""[""""RE"""",""""LOC-G""""]"",RS,2010,0,0"
"""2010-04-03T00:00:00.000Z"",USA,Maybee,MAULE M7 235,N125AB,,,USA,Landing,Accident,0.0,False,False,False,None,M7,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-04T00:00:00.000Z"",USA,Honolulu,PIPER PA31P 350,N61384,,,USA,Taxi,Accident,0.0,True,False,False,None,PA47,False,True,1,Jet,,""[""""GCOL"""",""""UNK""""]"",RS,2010,0,0"
"""2010-04-04T00:00:00.000Z"",USA,Bismarck,MAULE M5 220,N62040,,,USA,Landing,Accident,0.0,False,False,False,None,M5,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-05T00:00:00.000Z"",USA,Augusta,PIPER PA32,N541VB,,,USA,Landing,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,""[""""RE"""",""""UNK""""]"",RS,2010,0,0"
"""2010-04-06T00:00:00.000Z"",USA,Center,BEECH 55,N70283,,,USA,En route,Accident,0.0,True,False,False,Serious,BE55,False,True,2,Piston,,""[""""BIRD""""]"",RS,2010,1,0"
"""2010-04-06T00:00:00.000Z"",USA,Louisville,PIPER PA28,N4247T,,,USA,Approach,Accident,0.0,False,False,False,Serious,PA47,False,True,1,Jet,,""[""""UNK"""",""""FUEL"""",""""SCF-PP""""]"",SCF,2010,1,0"
"""2010-04-07T00:00:00.000Z"",USA,Middleboro,DC93,N118NR,,,USA,En route,Accident,0.0,True,True,False,None,DC93,False,True,2,Jet,,[],TURB,2010,0,0"
"""2010-04-07T00:00:00.000Z"",USA,Columbia,CESSNA 170,N2629D,,,USA,Landing,Accident,0.0,False,False,False,None,C170,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-07T00:00:00.000Z"",USA,Ponce,CESSNA 404 NO SERIES EXISTS,N6035,Puerto Rico Police Department,,USA,Take-off,Accident,0.0,True,False,False,None,C404,False,True,2,Piston,,""[""""UNK"""",""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-04-07T00:00:00.000Z"",USA,Cooperstown,CESSNA 150,N4760X,,,USA,Approach,Accident,0.0,False,False,False,Minor,C150,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-07T00:00:00.000Z"",USA,Moore Haven,LAKE LA4,N4GS,,,USA,Landing,Accident,0.0,False,False,False,None,LA4,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-07T00:00:00.000Z"",USA,Waterproof,CESSNA 150,N66262,,,USA,Landing,Accident,0.0,False,False,False,None,C150,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-08T00:00:00.000Z"",USA,Seattle,GRUMMAN G1159,N706TJ,Jetstar Air Inc,,USA,Taxi,Accident,0.0,True,True,False,Minor,GLF2,False,True,2,Jet,,""[""""UNK""""]"",UNK,2010,0,0"
"""2010-04-08T00:00:00.000Z"",USA,Forest City,A3,N993QC,,,USA,Landing,Accident,0.0,True,False,False,None,A3,False,True,2,Jet,,""[""""ADRM""""]"",RS,2010,0,0"
"""2010-04-08T00:00:00.000Z"",USA,Creve Couer,CHAMPION 7GC,N1957C,,,USA,Approach,Accident,0.0,False,False,False,None,CH7B,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-10T00:00:00.000Z"",USA,Lakeland,LUSCOMBE 8,N1128K,,,USA,Landing,Accident,0.0,False,False,False,None,L8,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-10T00:00:00.000Z"",USA,Galena,CESSNA 150,N4296U,,,USA,En route,Accident,0.0,False,False,False,Minor,C150,False,True,1,Piston,,[],TURB,2010,0,0"
"""2010-04-10T00:00:00.000Z"",USA,Show Low,CESSNA 210,N9527T,,,USA,Landing,Accident,0.0,False,False,False,None,C210,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-11T00:00:00.000Z"",USA,Three Rivers,PIPER PA28,N3470R,,,USA,Landing,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,[],RS,2010,0,0"
"""2010-04-11T00:00:00.000Z"",USA,Middlefield,PIPER PA24,N6314P,,,USA,En route,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,[],TURB,2010,0,0"
"""2010-04-12T00:00:00.000Z"",USA,Columbiaville,J328,N93876,,,USA,Landing,Accident,0.0,True,True,False,None,J328,False,True,2,Jet,,[],RS,2010,0,0"
"""2010-04-14T00:00:00.000Z"",USA,Lakeland,J328,N551RD,,,USA,En route,Accident,0.0,True,True,False,None,J328,False,True,2,Jet,,[],TURB,2010,0,0"
"""2010-04-16T00:00:00.000Z"",USA,North Las Vegas,J328,N68TF,,,USA,Manoeuvring,Accident,0.0,True,True,False,Minor,J328,False,True,2,Jet,,[],RS,2010,0,0"
"""2010-04-16T00:00:00.000Z"",USA,Archer,CESSNA T41,N8112L,,,USA,Unknown,Accident,0.0,False,False,False,Serious,C172,False,True,1,Piston,,[],RS,2010,1,0"
"""2010-04-16T00:00:00.000Z"",USA,Parkersburg,PIPER PA46,N779MA,,,USA,Landing,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,[],RS,2010,0,0"
"""2010-04-17T00:00:00.000Z"",USA,Coldwater,CESSNA T41,N81772,,,USA,Landing,Accident,0.0,False,False,False,None,C172,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-19T00:00:00.000Z"",USA,Muskegon,XAIR,N969SH,,,USA,En route,Accident,0.0,True,False,False,None,XAIR,False,True,1,Piston,,[],TURB,2010,0,0"
"""2010-04-20T00:00:00.000Z"",USA,Tooele,PIPER PA44,N331GP,LE Aviation,,USA,Take-off,Accident,0.0,False,False,False,Minor,PA47,False,True,1,Jet,,[],RS,2010,0,0"
"""2010-04-20T00:00:00.000Z"",USA,White Bear Lake,PIPER J3C,N87792,,,USA,Take-off,Accident,0.0,False,False,False,Minor,PA47,False,True,1,Jet,,[],RS,2010,0,0"
"""2010-04-21T00:00:00.000Z"",USA,Shelbyville,RAV3,N4326D,,,USA,Landing,Accident,0.0,True,False,False,None,RAV3,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-21T00:00:00.000Z"",USA,Alpine,AIR TRACTOR AT802,N9197F,Aero Tech LLC,,USA,Landing,Accident,0.0,True,True,False,None,AT8T,False,True,1,Turboprop,,""[""""SCF-PP""""]"",SCF,2010,0,0"
"""2010-04-22T00:00:00.000Z"",USA,Buckeye,GRUMMAN G164,N48455,,,USA,Take-off,Accident,0.0,True,False,False,None,G164,False,True,1,Piston,,""[""""UNK"""",""""SCF-PP"""",""""RE""""]"",RS,2010,0,0"
"""2010-04-22T00:00:00.000Z"",USA,Hampton,GRUMMAN G164,N654U,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,G164,False,True,1,Piston,,[],RS,2010,0,0"
"""2010-04-23T00:00:00.000Z"",USA,Dallas,DC93,N831MS,,,USA,Landing,Accident,0.0,True,True,False,None,DC93,False,True,2,Jet,,[],RS,2010,0,0"
"""2010-04-23T00:00:00.000Z"",USA,Livingston,RAV3,N125RT,,,USA,Take-off,Accident,0.0,True,False,False,Serious,RAV3,False,True,1,Piston,,""[""""SCF-PP"""",""""UNK""""]"",SCF,2010,1,0"
