"Date,StateOfOccurrence,Location,Model,Registration,Operator,StateOfOperator,StateOfRegistry,FlightPhase,Class,Fatalities,Over2250,Over5700,ScheduledCommercial,InjuryLevel,TypeDesignator,Helicopter,Airplane,Engines,EngineType,Official,OccCats,Risk,Year,SeriousFatalInjury,Destroyed"
"""2018-09-03T00:00:00.000Z"",USA,"" Burbank-Bob Hope Airport, CA (BUR)"",Beechcraft B200 Super King Air,N97WC,West Coast Aircraft Shares,,USA,Taxi,Accident,0.0,True,True,False,None,BE20,False,True,2,Turboprop,,[],RS,2018,0,0"
"""2018-09-05T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 340,C-GLKX,Corporate Canadian Operator,,CAN,Approach,Accident,1.0,True,False,False,Fatal,C340,False,True,2,Piston,,[],CFIT,2018,1,1"
"""2018-09-11T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 414,N414MW,Fly The Valley LLC,,USA,Landing,Accident,0.0,True,False,False,None,C414,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-09-11T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N88AG,My Way Aviation LLC,,USA,Approach,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-09-11T00:00:00.000Z"",USA,,Cessna Aircraft Company Citation Mustang,N251MC,McCoy Corp,,USA,Landing,Accident,0.0,True,True,False,None,C510,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-09-18T00:00:00.000Z"",USA,"" Santa Fe Airport, NM (SAF)"",British Aerospace BAe-125-700A,N109BG,Aviation Leasing Group,,USA,Landing,Accident,0.0,True,True,False,None,JS32,False,True,2,Turboprop,,[],RS,2018,0,0"
"""2018-09-19T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N9313Y,Jeff Air Pilot Services LLC,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-09-20T00:00:00.000Z"",USA,"" Houston, TX"",Embraer EMB-120ER Brasilia,N223SW,Berry Aviation,,USA,Unknown,Accident,0.0,True,True,False,None,E120,False,True,2,Turboprop,,[],RS,2018,0,0"
"""2018-09-20T00:00:00.000Z"",USA,Houston,Embraer EMB-120 Brasilia,N233SW,Berry Aviation,,USA,En route,Accident,0.0,True,True,False,None,E120,False,True,2,Turboprop,,[],TURB,2018,0,0"
"""2018-09-20T00:00:00.000Z"",USA,,Viking Air DHC-2,N121AK,Rainbow River Lodge LLC,,USA,Initial Climb,Accident,0.0,True,False,False,None,BE9L,False,True,2,Turboprop,,[],UNK,2018,0,0"
"""2018-09-21T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N6662N,Thomson Resources Inc,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-09-21T00:00:00.000Z"",USA,,Air Tractor Inc AT-802,N968JB,Rod M Mattern,,USA,Manoeuvring,Accident,0.0,True,True,False,Serious,AT8T,False,True,1,Turboprop,,[],RS,2018,1,0"
"""2018-09-21T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-31T,N23WP,PFC Inc,,USA,Landing,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,[],RS,2018,0,0"
"""2018-09-23T00:00:00.000Z"",USA,,Boeing 757,N13113,United Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,ST75,False,True,1,Piston,True,""[""""CABIN""""]"",CABIN,2018,0,0"
"""2018-09-23T00:00:00.000Z"",USA,,Viking Air DHC-2,N9RW,Branham Adventures Inc,,USA,Take-off,Accident,0.0,True,False,False,None,BE9L,False,True,2,Turboprop,,[],RS,2018,0,0"
"""2018-09-24T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N283D,Alan Frohbieter,,USA,Taxi,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-09-25T00:00:00.000Z"",USA,""6,4 km SW of Oscoda Wurtsmith Airport, MI"",Beechcraft Corp King Air 200,N241CK,Kalitta Charters,,USA,Approach,Accident,1.0,True,True,False,Fatal,BE20,False,True,2,Turboprop,,[],CFIT,2018,1,1"
"""2018-09-26T00:00:00.000Z"",USA,,Airbus A321,N994AN,American Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,A321,False,True,2,Jet,True,""[""""CABIN""""]"",CABIN,2018,0,0"
"""2018-09-27T00:00:00.000Z"",USA,"" Greenville Downtown Airport, SC (GMU)"",Dassault Aviation Falcon 50,N114TD,Air America Flight Services,,USA,Landing,Accident,2.0,True,True,False,Fatal,FA50,False,True,3,Jet,,[],RS,2018,1,0"
"""2018-09-29T00:00:00.000Z"",USA,,Cessna Aircraft Company CJ1,N34TC,Champagne Air LLC,,USA,Landing,Accident,0.0,True,True,False,None,C525,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-10-01T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 340,N89AM,Windy Point Aviation LLC (WY),,USA,Approach,Accident,0.0,True,False,False,None,C340,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-10-05T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N6674Y,ARX Inc,,USA,Take-off,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-10-05T00:00:00.000Z"",USA,,Beechcraft Corp Beech 99,N234AV,Ameriflight,,USA,Landing,Accident,0.0,True,False,False,None,BE20,False,True,2,Turboprop,,[],RS,2018,0,0"
"""2018-10-06T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N5602K,Pinewood Properties Inc,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-10-08T00:00:00.000Z"",USA,,Beechcraft Corp King Air 200,N561SS,Flying J Aviation LLC,,USA,Landing,Accident,0.0,True,True,False,None,BE20,False,True,2,Turboprop,,[],RS,2018,0,0"
"""2018-10-09T00:00:00.000Z"",USA,,Boeing 737,N287WN,Southwest Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B37M,False,True,2,Jet,True,""[""""CABIN""""]"",CABIN,2018,0,0"
"""2018-10-11T00:00:00.000Z"",USA,,Boeing 737,N734SA,Southwest Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B37M,False,True,2,Jet,True,""[""""CABIN""""]"",CABIN,2018,0,0"
"""2018-10-12T00:00:00.000Z"",USA,,Air Tractor Inc AT-500,N6135P,Coastal Flying Services Inc,,USA,Manoeuvring,Accident,1.0,True,False,False,Fatal,AT5T,False,True,1,Turboprop,,[],F-NI,2018,1,1"
"""2018-10-13T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N593MS,Munidat Persaud,,USA,En route,Accident,3.0,True,False,False,Fatal,PA34,False,True,2,Piston,,[],LOC-I,2018,1,1"
"""2018-10-15T00:00:00.000Z"",USA,,Boeing 737,N7816B,Southwest Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B37M,False,True,2,Jet,True,""[""""TURB""""]"",TURB,2018,0,0"
"""2018-10-16T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N700ST,Private US Operator,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-10-21T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N413LL,Keystone Aviation LLC (Utah),,USA,Initial Climb,Accident,0.0,True,False,False,Serious,P46T,False,True,1,Turboprop,,[],UNK,2018,1,0"
"""2018-10-24T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-31T,N555PM,Bull Dog Flying Club Inc,,USA,En route,Accident,5.0,False,False,False,Fatal,PA47,False,True,1,Jet,,[],LOC-I,2018,1,1"
"""2018-10-29T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-31 Navajo,N54WB,Don Broussard,,USA,Landing,Accident,0.0,True,False,False,None,PA31,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-10-30T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N5YB,Samuel R Frasier,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-11-04T00:00:00.000Z"",USA,,Pilatus Flugzeugwerke AG PC-12,N728MG,Boomerang LLC,,USA,Landing,Accident,0.0,True,False,False,None,PC12,False,True,1,Turboprop,,[],RS,2018,0,0"
"""2018-11-04T00:00:00.000Z"",USA,,Bell Bell 206,N417WT,W T Byler Co Inc,,USA,En route,Accident,3.0,True,False,False,Fatal,XV15,False,True,2,Turboprop,,[],LOC-I,2018,1,1"
"""2018-11-06T00:00:00.000Z"",USA,Louisville,Viking Air Short 360 (SD3-60),N367AC,Air Cargo Carriers,USA,USA,Landing,Accident,0.0,True,True,True,None,SH36,False,True,2,Turboprop,,[],RS,2018,0,0"
"""2018-11-09T00:00:00.000Z"",USA,,Cessna Aircraft Company Citation Latitude,N626LA,Textron Aviation (Cessna),,USA,Landing,Accident,0.0,True,True,False,None,C68A,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-11-12T00:00:00.000Z"",USA,,Hawker Beechcraft Corp 125/ Hawker,N403CT,Emerald Cloud LLC,,USA,Landing,Accident,0.0,True,True,False,None,PRM1,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-11-12T00:00:00.000Z"",USA,,Rockwell International Turbo Commander,N840JC,C &amp; C Flying LLC,,USA,Approach,Accident,0.0,True,False,False,Serious,AC90,False,True,2,Turboprop,,[],RS,2018,1,0"
"""2018-11-15T00:00:00.000Z"",USA,,Bombardier (Canadair) CRJ Regional Jet,C-GKEZ,Air Georgian,CAN,CAN,Take-off,Accident,0.0,True,True,True,None,CRJX,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-11-16T00:00:00.000Z"",USA,,Bell OH-58,N510CP,City of Columbus Police Department,,USA,En route,Accident,2.0,False,False,False,Fatal,P39,False,True,1,Piston,,[],LOC-I,2018,1,1"
"""2018-11-17T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N4817M,Private US Operator,,USA,Approach,Accident,2.0,True,False,False,Fatal,BE58,False,True,2,Piston,,[],CFIT,2018,1,1"
"""2018-11-18T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 441,N441CX,Bismarck Air Medical LLC,,USA,En route,Accident,3.0,True,False,False,Fatal,C441,False,True,2,Turboprop,,[],LOC-I,2018,1,1"
"""2018-11-18T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N88VZ,Centex Flyers LLC,,USA,Landing,Accident,0.0,False,False,False,None,PA46,False,True,1,Piston,,[],RS,2018,0,0"
"""2018-11-22T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N134AC,Diversified Concepts LLC,,USA,Landing,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-11-23T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N369CG,Craig Allen Grave,,USA,Landing,Accident,0.0,False,False,False,None,PA46,False,True,1,Piston,,[],RS,2018,0,0"
"""2018-11-28T00:00:00.000Z"",USA,,Pilatus Flugzeugwerke AG PC-12,N552TC,Daylight Nightlight EZ Flight LLC,,USA,Taxi,Accident,0.0,True,False,False,None,PC12,False,True,1,Turboprop,,[],RS,2018,0,0"
"""2018-11-28T00:00:00.000Z"",USA,,Air Tractor Inc AT-500,N843WA,Souther Field Aviation Inc,,USA,Manoeuvring,Accident,0.0,False,False,False,None,AT3P,False,True,1,Piston,,[],RS,2018,0,0"
"""2018-11-28T00:00:00.000Z"",USA,,Aerostar Aircraft Corporation Aerostar,N909CA,P&amp;M Truck Sale Inc,,USA,Landing,Accident,0.0,False,False,False,None,M7,False,True,1,Piston,,[],RS,2018,0,0"
"""2018-11-30T00:00:00.000Z"",USA,""4 km WSW of Memphis, IN"",Cessna Aircraft Company CJ2,N525EG,EstoAir LLC,,USA,En route,Accident,3.0,True,False,False,Fatal,C25A,False,True,2,Jet,,[],LOC-I,2018,1,1"
"""2018-11-30T00:00:00.000Z"",USA,Las Vegas,Airbus A320,N227FR,Frontier Airlines,USA,USA,Take-off,Accident,0.0,True,True,True,None,A320,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-11-30T00:00:00.000Z"",USA,"" Fargo-Hector International Airport, ND (FAR)"",Cessna Aircraft Company Citation II,N941JM,Dirt Dynamics LLC,,USA,Approach,Accident,0.0,True,True,False,None,C25C,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-12-01T00:00:00.000Z"",USA,,Bombardier CL 600 2B19,N202PS,PSA Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,GL7T,False,True,2,Jet,True,""[""""RAMP""""]"",RS,2018,0,0"
"""2018-12-03T00:00:00.000Z"",USA,,Boeing 737,N868NN,American Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B37M,False,True,2,Jet,True,""[""""CABIN""""]"",CABIN,2018,0,0"
"""2018-12-04T00:00:00.000Z"",USA,,Boeing 767,N193DN,Delta Air Lines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B37M,False,True,2,Jet,True,""[""""TURB"""",""""WSTRW""""]"",TURB,2018,0,0"
"""2018-12-06T00:00:00.000Z"",USA,,Beechcraft Corp Beech 99,N81820,Ameriflight,,USA,Landing,Accident,0.0,True,False,True,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-12-11T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N199PB,Vermont Life Safety LLC,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-12-15T00:00:00.000Z"",USA,"" Key West International Airport, FL (EYW)"",Bombardier (Learjet) Learjet 35,N55FN,Medway Air Ambulance Inc,,USA,Landing,Accident,0.0,True,True,False,None,CRJX,False,True,2,Jet,,[],RS,2018,0,0"
"""2018-12-20T00:00:00.000Z"",USA,""2 km NE of Atlanta-Fulton County Airport, GA (FTY)"",Cessna Aircraft Company Citation V,N188CW,Hill Aircraft &amp; Leasing Corp,,USA,En route,Accident,4.0,True,True,False,Fatal,C550,False,True,2,Jet,,[],LOC-I,2018,1,1"
"""2018-12-20T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N307JM,Kenneth L Reed,,USA,En route,Accident,2.0,False,False,False,Fatal,PA46,False,True,1,Piston,,[],LOC-I,2018,1,1"
"""2018-12-22T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-31 Navajo,N3556F,Fro-Gutz Air LLC,,USA,Landing,Accident,0.0,True,False,False,None,PA31,False,True,2,Piston,,[],RS,2018,0,0"
"""2018-12-25T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N6745V,Private US Operator,,USA,En route,Accident,2.0,True,False,False,Fatal,BE58,False,True,2,Piston,,[],LOC-I,2018,1,1"
"""2018-12-30T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N4161X,MAJ LLC,,USA,Landing,Accident,0.0,False,False,False,None,PA46,False,True,1,Piston,,[],RS,2018,0,0"
"""2018-12-31T00:00:00.000Z"",USA,"" Charlotte-Douglas International Airport, NC (CLT)"",Boeing 757,N938UW,American Airlines,USA,USA,Landing,Accident,0.0,True,True,True,None,ST75,False,True,1,Piston,,[],RS,2018,0,0"
"""2019-01-03T00:00:00.000Z"",USA,,Embraer ERJ190-100,N279JB,Jetblue Airways,USA,USA,Unknown,Accident,0.0,True,True,True,None,E190,False,True,2,Jet,True,""[""""CABIN""""]"",CABIN,2019,0,0"
"""2019-01-08T00:00:00.000Z"",USA,,Airbus A320-200,N220FR,Frontier Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,A320,False,True,2,Jet,True,""[""""RAMP""""]"",RS,2019,0,0"
"""2019-01-11T00:00:00.000Z"",USA,,Bell Bell 206,N88HC,Tri Rotor Spray &amp; Chemical Inc,,USA,En route,Accident,0.0,False,False,False,Serious,EBOY,False,True,1,Piston,,[],TURB,2019,1,0"
"""2019-01-13T00:00:00.000Z"",USA,"" Uvalde-Ox Ranch Airport, TX"",Bombardier (Canadair) Challenger 600 / 601 / 604 / 605,N813WT,TW 601-C Investment LLC,,USA,Landing,Accident,0.0,True,True,False,None,CL60,False,True,2,Jet,,[],RS,2019,0,0"
"""2019-01-15T00:00:00.000Z"",USA,,Beechcraft Corp Beech 99,N899CZ,Freight Runners Express,,USA,Landing,Accident,0.0,True,False,False,None,B350,False,True,2,Turboprop,,[],RS,2019,0,0"
"""2019-01-21T00:00:00.000Z"",USA,""SE of Kidron-Stoltzfus Airfield, OH"",Boeing (McDonnell-Douglas) DC-3,N467KS,AFM Hardware Inc,,USA,Take-off,Accident,2.0,True,True,False,Fatal,F4,False,True,2,Jet,,[],LOC-I,2019,1,1"
"""2019-01-23T00:00:00.000Z"",USA,,Bell Bell 206,N8227J,Erickson Inc,,USA,Unknown,Accident,1.0,False,False,False,Fatal,EBOY,False,True,1,Piston,,[],OTH,2019,1,1"
"""2019-01-29T00:00:00.000Z"",USA,""32 km W off Kake, AK"",Beechcraft Corp King Air 200,N13LY,Guardian Flight LLC (Utah),,USA,En route,Accident,3.0,True,True,False,Fatal,BE20,False,True,2,Turboprop,,[],LOC-I,2019,1,1"
"""2019-02-03T00:00:00.000Z"",USA,,Boeing 787-8,N26909,United Airlines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B37M,False,True,2,Jet,True,""[""""CABIN""""]"",CABIN,2019,0,0"
"""2019-02-03T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 414,N414RS,Antonio P Pastini,,USA,En route,Accident,5.0,True,False,False,Fatal,C414,False,True,2,Piston,,[],LOC-I,2019,1,1"
"""2019-02-05T00:00:00.000Z"",USA,,Beechcraft Corp King Air 300,N6812W,Isgrowth Machine Inc,,USA,Take-off,Accident,0.0,True,False,False,None,B350,False,True,2,Turboprop,,[],RS,2019,0,0"
"""2019-02-06T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N997MA,Anthony Pate,,USA,Approach,Accident,0.0,True,False,False,Serious,P46T,False,True,1,Turboprop,,[],RS,2019,1,0"
"""2019-02-08T00:00:00.000Z"",USA,""21 km E off Bay Harbor Islands, FL"",Convair C-131B Samaritan,N145GT,Conquest Air Cargo,,USA,En route,Accident,1.0,True,True,False,Fatal,CVLP,False,True,2,Piston,,[],OTH,2019,1,1"
"""2019-02-10T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 421,N581CJ,Fred M Yeager,,USA,Take-off,Accident,0.0,True,False,False,None,C21T,False,True,2,Turboprop,,[],RS,2019,0,0"
"""2019-02-11T00:00:00.000Z"",USA,"" Richmond Municipal Airport, IN (RID)"",Hawker Beechcraft Corp Hawker 400 / Beechjet 400,N750TA,Steins Aircraft Services LLC,,USA,Landing,Accident,0.0,True,True,False,None,BE40,False,True,2,Jet,,[],RS,2019,0,0"
"""2019-02-13T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 421,N421WT,HJH Rentals Inc,,USA,Landing,Accident,0.0,True,False,False,None,C421,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-02-15T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 402,N5849C,Redding Aero Enterprises Inc,,USA,Landing,Accident,0.0,True,False,True,None,C402,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-02-15T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 421,N421NS,Charles S Azzopardi,,USA,En route,Accident,2.0,True,False,False,Fatal,C421,False,True,2,Piston,,[],LOC-I,2019,1,1"
"""2019-02-17T00:00:00.000Z"",USA,,Beechcraft Corp King Air 90,N321DZ,Skydive Space Center,,USA,Landing,Accident,0.0,True,False,False,None,BE9L,False,True,2,Turboprop,,[],RS,2019,0,0"
"""2019-02-17T00:00:00.000Z"",USA,,Boeing 737-800,N3730B,Delta Air Lines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B38M,False,True,2,Jet,True,""[""""TURB""""]"",TURB,2019,0,0"
"""2019-02-21T00:00:00.000Z"",USA,,Beechcraft Corp Beech Duchess (Beech 76),N7KY,Nexgen Aircraft Leasing LLC,,USA,Approach,Accident,0.0,True,False,False,None,BE76,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-02-21T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N533Q,Private US Operator,,USA,En route,Accident,3.0,True,False,False,Fatal,BE58,False,True,2,Piston,,[],LOC-I,2019,1,1"
"""2019-02-23T00:00:00.000Z"",USA,"" Trinity Bay, near Anahuac, TX"",Boeing 767,N1217A,Amazon Air,USA,USA,En route,Accident,3.0,True,True,True,Fatal,B37M,False,True,2,Jet,,[],OTH,2019,1,1"
"""2019-02-26T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N55KK,Private US Operator,,USA,Initial Climb,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],UNK,2019,0,0"
"""2019-02-28T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N428CD,Lennard Properties LLC,,USA,Initial Climb,Accident,2.0,False,False,False,Fatal,PA46,False,True,1,Piston,,[],UNK,2019,1,1"
"""2019-02-28T00:00:00.000Z"",USA,,Sikorsky Aircraft Corporation S-70,N260MW,Arista Aviation,,USA,En route,Accident,0.0,True,False,False,Serious,S38,False,True,2,Piston,,[],TURB,2019,1,0"
"""2019-03-01T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 401,N386H,Chris F Houchen,,USA,Landing,Accident,0.0,True,False,False,None,C402,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-03-02T00:00:00.000Z"",USA,,Cessna Aircraft Company 208,N384TA,Tropic Ocean Airways,,USA,Landing,Accident,0.0,True,False,True,None,C208,False,True,1,Turboprop,,[],RS,2019,0,0"
"""2019-03-05T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N56686,Paris Air Inc,,USA,Landing,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-03-07T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-44 Seminole,N9290P,Spartan College of Aeronautics,,USA,Landing,Accident,0.0,True,False,False,None,PA44,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-03-08T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-31 Navajo,N45MJ,Robert &amp; Cheryl Followell,,USA,Taxi,Accident,0.0,True,False,False,None,PA31,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-03-08T00:00:00.000Z"",USA,,Bell UH-1,N64RA,Iron Eagle Helicopter Inc,,USA,Unknown,Accident,1.0,False,False,False,Fatal,P63,False,True,1,Piston,,[],OTH,2019,1,1"
"""2019-03-09T00:00:00.000Z"",USA,"" Atlanta-DeKalb Peachtree Airport, GA (PDK)"",Gulfstream Aerospace Corp Gulfstream IV,N505GF,Waffle House Inc,,USA,Approach,Accident,0.0,True,True,False,None,GLF4,False,True,2,Jet,,[],RS,2019,0,0"
"""2019-03-10T00:00:00.000Z"",USA,,Boeing 737-800 & Boeing 757-300,N3756&N591NW,Delta Air Lines,USA,USA,Unknown,Accident,0.0,True,True,True,None,B37M,False,True,2,Jet,True,""[""""GCOL""""]"",RS,2019,0,0"
"""2019-03-10T00:00:00.000Z"",USA,,Bombardier CL 600 2C10 & Bombardier CL600 2D24,PSAAIRLINES,N530EA & N569NN,DEU,,Unknown,Accident,0.0,True,True,True,None,CL60,False,True,2,Jet,True,""[""""RAMP""""]"",RS,2019,0,0"
"""2019-03-10T00:00:00.000Z"",USA,"" Charlotte-Douglas International Airport, NC (CLT)"",Bombardier CL-600-2C10 Regional Jet CRJ-702ER,N530EA,""American Eagle, opf. PSA Airlines"",USA,USA,Taxi,Accident,0.0,True,True,True,None,CRJX,False,True,2,Jet,,[],RS,2019,0,0"
"""2019-03-10T00:00:00.000Z"",USA,"" Charlotte-Douglas International Airport, NC (CLT)"",Bombardier CL-600-2D24 Regional Jet CRJ-900LR,N569NN,""American Eagle, opf. PSA Airlines"",USA,USA,Taxi,Accident,0.0,True,True,True,None,CRJX,False,True,2,Jet,,[],RS,2019,0,0"
"""2019-03-12T00:00:00.000Z"",USA,"" Latrobe-Westmoreland County Airport, PA (LBE)"",Beechcraft Corp King Air 100,N945WS,Golden Wings Aviation Inc,,USA,Landing,Accident,0.0,True,False,False,None,BE20,False,True,2,Turboprop,,[],RS,2019,0,0"
"""2019-03-12T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-31 Navajo,N400JM,Marc Inc,,USA,En route,Accident,1.0,True,False,False,Fatal,PA31,False,True,2,Piston,,[],LOC-I,2019,1,1"
"""2019-03-13T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-42,N141TC,Crotts Aircraft Service Inc,,USA,Taxi,Accident,0.0,False,False,False,None,PA47,False,True,1,Jet,,[],RS,2019,0,0"
"""2019-03-13T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N15VK,Snell Aviation LLC,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-03-13T00:00:00.000Z"",USA,,Bell OH-58,N519P,St Johns County Sheriffs Office,,USA,En route,Accident,0.0,False,False,False,None,P63,False,True,1,Piston,,[],TURB,2019,0,0"
"""2019-03-14T00:00:00.000Z"",USA,"" Orlando Sanford International Airport, FL (SFB)"",Cessna Aircraft Company Citation III,N220CM,RP Sales and Leasing Inc,,USA,Taxi,Accident,0.0,True,True,False,None,C650,False,True,2,Jet,,[],RS,2019,0,0"
"""2019-03-17T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 421,N424TW,Classic Solutions Co Inc,,USA,Approach,Accident,1.0,True,False,False,Fatal,C21T,False,True,2,Turboprop,,[],CFIT,2019,1,1"
"""2019-03-18T00:00:00.000Z"",USA,"" Oklahoma City-Sundance Airport, OK (HSD)"",Israel Aerospace Industries Ltd Westwind,N4MH,N4MH LLC,,USA,Approach,Accident,2.0,True,True,False,Fatal,WW24,False,True,2,Jet,,[],CFIT,2019,1,1"
"""2019-03-22T00:00:00.000Z"",USA,,Cessna Aircraft Company Cessna 340,N224RR,Metroplex Flight Services LLC,,USA,Landing,Accident,0.0,True,False,False,None,C340,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-03-25T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N323MT,3 B's Aviation LLC,,USA,En route,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],TURB,2019,0,0"
"""2019-03-29T00:00:00.000Z"",USA,,Bell Bell 206,N83181,Hummingbirds Inc,,USA,Initial Climb,Accident,0.0,False,False,False,None,P39,False,True,1,Piston,,[],UNK,2019,0,0"
"""2019-04-02T00:00:00.000Z"",USA,,Beechcraft Corp Baron (Beech 58),N58PR,John H Quinlan,,USA,Landing,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,[],RS,2019,0,0"
"""2019-04-06T00:00:00.000Z"",USA,,Cessna Aircraft Company 208,N167PM,Randigo LLC,,USA,Landing,Accident,0.0,True,False,False,None,C208,False,True,1,Turboprop,,[],RS,2019,0,0"
"""2019-04-09T00:00:00.000Z"",USA,,Air Tractor Inc AT-500,N7314D,Rowland Dusters,,USA,Manoeuvring,Accident,1.0,True,False,False,Fatal,AT6T,False,True,1,Turboprop,,[],F-NI,2019,1,1"
"""2019-04-09T00:00:00.000Z"",USA,,Beechcraft Corp King Air 90,N25DL,Central Virginia Aviation Inc,,USA,Landing,Accident,0.0,True,False,False,None,BE9L,False,True,2,Turboprop,,[],RS,2019,0,0"
